"Supplier Payments, where a specific charge is £250 or greater.",,,,,,,,,,,
Period 1-Nov-14 to 30-Nov-14,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Authority,,Vendor Name,Invoice,Payment ,Service Responsible for Spend,Service,Cost,Subjective,Subjective,Amount Exc,Type
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Family Recovery Programme,16038,145008  ,Mobile Phone Charges,147.71,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Intensive Family Support (Family Wise),16041,145008  ,Mobile Phone Charges,189.89,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Supporting Families,16042,145008  ,Mobile Phone Charges,113.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Administration - Blyth DO,16504,145008  ,Mobile Phone Charges,40.23,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Administration - Cramlington DO,16506,145008  ,Mobile Phone Charges,21.26,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Administration - Tynedale DO,16508,145008  ,Mobile Phone Charges,49.17,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Administration - County Hall,16509,145008  ,Mobile Phone Charges,36.11,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Education for Looked After Children,17000,145008  ,Mobile Phone Charges,75.19,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Thornbrae Residential Home,17001,145008  ,Mobile Phone Charges,19.39,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Netherton Kestrel Residential Home,17002,145008  ,Mobile Phone Charges,23.46,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Netherton Kingfisher Residential Home,17003,145008  ,Mobile Phone Charges,7.14,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Netherton Admin,17004,145008  ,Mobile Phone Charges,20.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Residential Homes Admin,17005,145008  ,Mobile Phone Charges,36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Barndale Short Break,17006,145008  ,Mobile Phone Charges,6.11,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Kyloe House,17010,145008  ,Mobile Phone Charges,89.41,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Family Placement Service,17012,145008  ,Mobile Phone Charges,608.25,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Family Support Service,17014,145008  ,Mobile Phone Charges,104.81,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Children's Support Team,17020,145008  ,Mobile Phone Charges,231.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Participation,17025,145008  ,Mobile Phone Charges,168.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  School Organisation & Development,22110,145008  ,Mobile Phone Charges,58.24,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Director Child Services,24001,145008  ,Mobile Phone Charges,201.38,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Client Relations,24006,145008  ,Mobile Phone Charges,78.1,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  SLA Clerking Service Governing Bodies,24010,145008  ,Mobile Phone Charges,36.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  School Admissions & FIS,24015,145008  ,Mobile Phone Charges,36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Childcare Partnership - Childcare Sustainability and Places,24017,145008  ,Mobile Phone Charges,58.6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Childrens Services Training Staffing Budget,24023,145008  ,Mobile Phone Charges,72,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Safeguarding Unit,25000,145008  ,Mobile Phone Charges,306.69,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Information Team,25003,145008  ,Mobile Phone Charges,151.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Children's and Education Services,  Safeguarding & Education Performance,25004,145008  ,Mobile Phone Charges,14.39,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Safer Communities Unit,29220,145008  ,Mobile Phone Charges,304.97,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Community Protection,29281,145008  ,Mobile Phone Charges,173.09,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Fire and Rescue Services,  Fire Services Support,30200,145008  ,Mobile Phone Charges,"6,360.83",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Civil Contingencies,31100,145008  ,Mobile Phone Charges,164.01,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Local Multi Agency Problem Solving,32130,145008  ,Mobile Phone Charges,6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Public Health,  Public Health Service,35000,145008  ,Mobile Phone Charges,42.89,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Corporate Policy,100001,145008  ,Mobile Phone Charges,85.58,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Social Enterprise,100004,145008  ,Mobile Phone Charges,88.26,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  iNorthumberland / Broadband,101045,145008  ,Mobile Phone Charges,64.46,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Management & Support,102001,145008  ,Mobile Phone Charges,68.2,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Planning Services,  Locality Development,103001,145008  ,Mobile Phone Charges,99.17,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  External Funding,105010,145008  ,Mobile Phone Charges,376.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Communications,107001,145008  ,Mobile Phone Charges,144.17,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Human Resources,110001,145008  ,Mobile Phone Charges,156.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Learning & OD,111001,145008  ,Mobile Phone Charges,57,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Corporate Health & Safety Team,112001,145008  ,Mobile Phone Charges,222.93,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Councillors Allowances & Expenses,115001,145008  ,Mobile Phone Charges,"1,257.94",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Office Services,115002,145008  ,Mobile Phone Charges,552.39,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Registrars,116001,145008  ,Mobile Phone Charges,256.19,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Coroners,117001,145008  ,Mobile Phone Charges,57.71,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Electoral Registration,118001,145008  ,Mobile Phone Charges,-19.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Democratic Services/Scrutiny,119001,145008  ,Mobile Phone Charges,84.21,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Legal,120001,145008  ,Mobile Phone Charges,54.11,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Finance Strategic,124001,145008  ,Mobile Phone Charges,76.57,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Financial Management,124050,145008  ,Mobile Phone Charges,36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  ERP Project,124052,145008  ,Mobile Phone Charges,64.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Financial Services Management,125001,145008  ,Mobile Phone Charges,24.74,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Procurement,125040,145008  ,Mobile Phone Charges,201.28,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Recovery,126033,145008  ,Mobile Phone Charges,17.89,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Housing Services,  Investigations,126051,145008  ,Mobile Phone Charges,94.93,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Area Management,126070,145008  ,Mobile Phone Charges,97.79,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Business Systems,126090,145008  ,Mobile Phone Charges,21,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Information Services - Management,127100,145008  ,Mobile Phone Charges,168.22,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Information and Applications - Management,127200,145008  ,Mobile Phone Charges,222.84,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Infrastructure - Management,127300,145008  ,Mobile Phone Charges,"1,975.53",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Commercial and Property Services,128013,145008  ,Mobile Phone Charges,36,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Head of Local Services,128015,145008  ,Mobile Phone Charges,32.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  CPS Estates Strategy,128020,145008  ,Mobile Phone Charges,366.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  CPS Business and Change,128021,145008  ,Mobile Phone Charges,92.45,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  CPS IFM Statutory & Planned,128022,145008  ,Mobile Phone Charges,277.63,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  CPS IFM Repairs & Improvement,128023,145008  ,Mobile Phone Charges,375.8,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  CPS IFM Energy Management,128024,145008  ,Mobile Phone Charges,71.16,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Facilities Management,128025,145008  ,Mobile Phone Charges,566.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Service Manager Facilities,128038,145008  ,Mobile Phone Charges,23.32,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Area office - North,200100,145008  ,Mobile Phone Charges,610.58,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Area office - South East,200120,145008  ,Mobile Phone Charges,584.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Area office - West,200140,145008  ,Mobile Phone Charges,559.34,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Maintenance - North,200200,145008  ,Mobile Phone Charges,357.03,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Maintenance - South East,200220,145008  ,Mobile Phone Charges,262.83,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Maintenance - West,200240,145008  ,Mobile Phone Charges,237.55,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Construction,200300,145008  ,Mobile Phone Charges,"1,039.10",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Construction - South East,200320,145008  ,Mobile Phone Charges,21.08,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Construction - West,200340,145008  ,Mobile Phone Charges,254.32,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Rechargable Maintenance - North,200500,145008  ,Mobile Phone Charges,7.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Rechargable Maintenance - West,200540,145008  ,Mobile Phone Charges,18.85,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  A69 NPLG,200550,145008  ,Mobile Phone Charges,34.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Street Lighting Maintenance,200620,145008  ,Mobile Phone Charges,538.13,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Highways Network Management,202100,145008  ,Mobile Phone Charges,575.38,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Transport Projects,202105,145008  ,Mobile Phone Charges,110.33,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Transport Policy,202106,145008  ,Mobile Phone Charges,72.53,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Local Sustainable Transport Fund,202110,145008  ,Mobile Phone Charges,6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Design,202150,145008  ,Mobile Phone Charges,213.35,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Bridge Maintenance,202170,145008  ,Mobile Phone Charges,92.75,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Laboratory,202200,145008  ,Mobile Phone Charges,124.94,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Local Growth Team,202300,145008  ,Mobile Phone Charges,6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Cultural and Related Services,  Countryside Access,203170,145008  ,Mobile Phone Charges,110.49,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Cultural and Related Services,  Country Parks and Sites,203200,145008  ,Mobile Phone Charges,14.24,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Cultural and Related Services,  Bolam Lake,203210,145008  ,Mobile Phone Charges,41.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Cultural and Related Services,  Druridge,203230,145008  ,Mobile Phone Charges,48.66,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Cultural and Related Services,  Blyth Coast,203260,145008  ,Mobile Phone Charges,73.71,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Passenger Transport Operations,204100,145008  ,Mobile Phone Charges,202.87,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Vehicles and Compliance,205100,145008  ,Mobile Phone Charges,179.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Blyth Workshop,205210,145008  ,Mobile Phone Charges,7.4,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Stakeford Workshop,205220,145008  ,Mobile Phone Charges,33.58,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Morpeth Workshop,205230,145008  ,Mobile Phone Charges,40.58,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Alnwick Lionheart Workshop,205240,145008  ,Mobile Phone Charges,70.88,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Alnwick Willowburn Workshops,205250,145008  ,Mobile Phone Charges,41.97,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Powburn Workshops,205260,145008  ,Mobile Phone Charges,43.3,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Hexham Burn Lane Workshop,205270,145008  ,Mobile Phone Charges,33.89,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Hexham Tyne Mills Workshop,205280,145008  ,Mobile Phone Charges,8.67,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Courier Service,205450,145008  ,Mobile Phone Charges,76.61,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Cultural and Related Services,  Library Driver,205470,145008  ,Mobile Phone Charges,6,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  General Drivers,205480,145008  ,Mobile Phone Charges,58.08,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Northumberland Coast AONB,206100,145008  ,Mobile Phone Charges,62.45,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Parking Administration,207300,145008  ,Mobile Phone Charges,39.06,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Highways and Transport Services,  Parking Operational,207400,145008  ,Mobile Phone Charges,672.65,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Central Services,  Schools SLA Insurance Fund,213350,145008  ,Mobile Phone Charges,34.5,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  NEAT Team North - Alnwick,217100,145008  ,Mobile Phone Charges,916.56,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  NEAT Team South East - Blyth,217200,145008  ,Mobile Phone Charges,"1,397.13",Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  NEAT Team West,217300,145008  ,Mobile Phone Charges,449.74,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Cemetery Services Northern,219100,145008  ,Mobile Phone Charges,24.73,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Cemetery Services South East,219200,145008  ,Mobile Phone Charges,8.09,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Planning Services,  Markets Western,221300,145008  ,Mobile Phone Charges,134.23,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Head of Neighbourhood Services,222050,145008  ,Mobile Phone Charges,142.94,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Area Manager Northern,222100,145008  ,Mobile Phone Charges,48.13,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Area Manager West,222200,145008  ,Mobile Phone Charges,37.17,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Environmental Enforcement,222500,145008  ,Mobile Phone Charges,214.51,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Cultural and Related Services,  Berwick Park Lottery - Heritage Lottery,222503,145008  ,Mobile Phone Charges,101.48,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Community Spaces,222550,145008  ,Mobile Phone Charges,192.38,Expense
Northumberland County Council,http://statistics.data.gov.uk/doc/local-authority/35,VODAFONE PARTNER SERVICES,154509,21-Nov-14,Environmental and Regulatory Services,  Head of Service & Corporate Recharges,225010,145008  ,Mobile Phone Charges,37.98,Expense
